,movie,year,imdb,metascore,votes,n_imdb
0,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,85,755671,81.0
1,Untouchable,2011,8.5,57,749716,85.0
2,Thor,2011,7.0,57,740266,70.0
3,Captain America: The First Avenger,2011,6.9,66,733079,69.0
4,X: First Class,2011,7.7,65,642219,77.0
5,Drive,2011,7.8,78,566355,78.0
6,Limitless,2011,7.4,59,523890,74.0
7,Rise of the Planet of the Apes,2011,7.6,68,493742,76.0
8,Source Code,2011,7.5,74,481575,75.0
9,Pirates of the Caribbean: On Stranger Tides,2011,6.6,45,477766,66.0
10,"Crazy, Stupid, Love.",2011,7.4,68,468556,74.0
11,The Hangover Part II,2011,6.5,44,460979,65.0
12,Mission: Impossible - Ghost Protocol,2011,7.4,73,454474,74.0
13,Warrior,2011,8.2,71,432721,82.0
14,The Help,2011,8.0,62,424654,80.0
15,Horrible Bosses,2011,6.9,57,419618,69.0
16,Sherlock Holmes: A Game of Shadows,2011,7.5,48,418178,75.0
17,The Girl with the Dragon Tattoo,2011,7.8,71,417667,78.0
18,Midnight in Paris,2011,7.7,81,385083,77.0
19,Transformers: Dark of the Moon,2011,6.2,42,382742,62.0
20,The Cabin in the Woods,2011,7.0,72,374195,70.0
21,In Time,2011,6.7,53,367687,67.0
22,Moneyball,2011,7.6,87,364928,76.0
23,Fast & Furious 5,2011,7.3,66,350360,73.0
24,Friends with Benefits,2011,6.5,63,337895,65.0
25,Super 8,2011,7.0,72,337074,70.0
26,50/50,2011,7.6,72,314131,76.0
27,Hugo,2011,7.5,83,302919,75.0
28,Real Steel,2011,7.1,56,296679,71.0
29,Contagion,2011,6.7,70,278975,67.0
30,Bridesmaids,2011,6.8,75,266212,68.0
31,Green Lantern,2011,5.5,39,265406,55.0
32,Kung Fu Panda 2,2011,7.2,67,251272,72.0
33,Unknown,2011,6.8,56,246654,68.0
34,The Adjustment Bureau,2011,7.0,60,242780,70.0
35,The Grey,2011,6.8,64,239373,68.0
36,Rango,2011,7.2,75,234450,72.0
37,Paul,2011,7.0,57,233765,70.0
38,The Descendants,2011,7.3,84,231697,73.0
39,The Artist,2011,7.9,89,229370,79.0
40,Sucker Punch,2011,6.0,33,228985,60.0
41,I Am Number Four,2011,6.1,36,226565,61.0
42,The Twilight Saga: Breaking Dawn - Part 1,2011,4.9,45,222524,49.0
43,Just Go with It,2011,6.4,33,219836,64.0
44,A Separation,2011,8.3,95,217690,83.0
45,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,85,755671,81.0
46,Untouchable,2011,8.5,57,749716,85.0
47,Thor,2011,7.0,57,740266,70.0
48,Captain America: The First Avenger,2011,6.9,66,733079,69.0
49,X: First Class,2011,7.7,65,642219,77.0
50,Drive,2011,7.8,78,566355,78.0
51,Limitless,2011,7.4,59,523890,74.0
52,Rise of the Planet of the Apes,2011,7.6,68,493742,76.0
53,Source Code,2011,7.5,74,481575,75.0
54,Pirates of the Caribbean: On Stranger Tides,2011,6.6,45,477766,66.0
55,"Crazy, Stupid, Love.",2011,7.4,68,468556,74.0
56,The Hangover Part II,2011,6.5,44,460979,65.0
57,Mission: Impossible - Ghost Protocol,2011,7.4,73,454474,74.0
58,Warrior,2011,8.2,71,432721,82.0
59,The Help,2011,8.0,62,424654,80.0
60,Horrible Bosses,2011,6.9,57,419618,69.0
61,Sherlock Holmes: A Game of Shadows,2011,7.5,48,418178,75.0
62,The Girl with the Dragon Tattoo,2011,7.8,71,417667,78.0
63,Midnight in Paris,2011,7.7,81,385083,77.0
64,Transformers: Dark of the Moon,2011,6.2,42,382742,62.0
65,The Cabin in the Woods,2011,7.0,72,374195,70.0
66,In Time,2011,6.7,53,367687,67.0
67,Moneyball,2011,7.6,87,364928,76.0
68,Fast & Furious 5,2011,7.3,66,350360,73.0
69,Friends with Benefits,2011,6.5,63,337895,65.0
70,Super 8,2011,7.0,72,337074,70.0
71,50/50,2011,7.6,72,314131,76.0
72,Hugo,2011,7.5,83,302919,75.0
73,Real Steel,2011,7.1,56,296679,71.0
74,Contagion,2011,6.7,70,278975,67.0
75,Bridesmaids,2011,6.8,75,266212,68.0
76,Green Lantern,2011,5.5,39,265406,55.0
77,Kung Fu Panda 2,2011,7.2,67,251272,72.0
78,Unknown,2011,6.8,56,246654,68.0
79,The Adjustment Bureau,2011,7.0,60,242780,70.0
80,The Grey,2011,6.8,64,239373,68.0
81,Rango,2011,7.2,75,234450,72.0
82,Paul,2011,7.0,57,233765,70.0
83,The Descendants,2011,7.3,84,231697,73.0
84,The Artist,2011,7.9,89,229370,79.0
85,Sucker Punch,2011,6.0,33,228985,60.0
86,I Am Number Four,2011,6.1,36,226565,61.0
87,The Twilight Saga: Breaking Dawn - Part 1,2011,4.9,45,222524,49.0
88,Just Go with It,2011,6.4,33,219836,64.0
89,A Separation,2011,8.3,95,217690,83.0
90,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,85,755671,81.0
91,Untouchable,2011,8.5,57,749716,85.0
92,Thor,2011,7.0,57,740266,70.0
93,Captain America: The First Avenger,2011,6.9,66,733079,69.0
94,X: First Class,2011,7.7,65,642219,77.0
95,Drive,2011,7.8,78,566355,78.0
96,Limitless,2011,7.4,59,523890,74.0
97,Rise of the Planet of the Apes,2011,7.6,68,493742,76.0
98,Source Code,2011,7.5,74,481575,75.0
99,Pirates of the Caribbean: On Stranger Tides,2011,6.6,45,477766,66.0
100,"Crazy, Stupid, Love.",2011,7.4,68,468556,74.0
101,The Hangover Part II,2011,6.5,44,460979,65.0
102,Mission: Impossible - Ghost Protocol,2011,7.4,73,454474,74.0
103,Warrior,2011,8.2,71,432721,82.0
104,The Help,2011,8.0,62,424654,80.0
105,Horrible Bosses,2011,6.9,57,419618,69.0
106,Sherlock Holmes: A Game of Shadows,2011,7.5,48,418178,75.0
107,The Girl with the Dragon Tattoo,2011,7.8,71,417667,78.0
108,Midnight in Paris,2011,7.7,81,385083,77.0
109,Transformers: Dark of the Moon,2011,6.2,42,382742,62.0
110,The Cabin in the Woods,2011,7.0,72,374195,70.0
111,In Time,2011,6.7,53,367687,67.0
112,Moneyball,2011,7.6,87,364928,76.0
113,Fast & Furious 5,2011,7.3,66,350360,73.0
114,Friends with Benefits,2011,6.5,63,337895,65.0
115,Super 8,2011,7.0,72,337074,70.0
116,50/50,2011,7.6,72,314131,76.0
117,Hugo,2011,7.5,83,302919,75.0
118,Real Steel,2011,7.1,56,296679,71.0
119,Contagion,2011,6.7,70,278975,67.0
120,Bridesmaids,2011,6.8,75,266212,68.0
121,Green Lantern,2011,5.5,39,265406,55.0
122,Kung Fu Panda 2,2011,7.2,67,251272,72.0
123,Unknown,2011,6.8,56,246654,68.0
124,The Adjustment Bureau,2011,7.0,60,242780,70.0
125,The Grey,2011,6.8,64,239373,68.0
126,Rango,2011,7.2,75,234450,72.0
127,Paul,2011,7.0,57,233765,70.0
128,The Descendants,2011,7.3,84,231697,73.0
129,The Artist,2011,7.9,89,229370,79.0
130,Sucker Punch,2011,6.0,33,228985,60.0
131,I Am Number Four,2011,6.1,36,226565,61.0
132,The Twilight Saga: Breaking Dawn - Part 1,2011,4.9,45,222524,49.0
133,Just Go with It,2011,6.4,33,219836,64.0
134,A Separation,2011,8.3,95,217690,83.0
135,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,85,755671,81.0
136,Untouchable,2011,8.5,57,749716,85.0
137,Thor,2011,7.0,57,740266,70.0
138,Captain America: The First Avenger,2011,6.9,66,733079,69.0
139,X: First Class,2011,7.7,65,642219,77.0
140,Drive,2011,7.8,78,566355,78.0
141,Limitless,2011,7.4,59,523890,74.0
142,Rise of the Planet of the Apes,2011,7.6,68,493742,76.0
143,Source Code,2011,7.5,74,481575,75.0
144,Pirates of the Caribbean: On Stranger Tides,2011,6.6,45,477766,66.0
145,"Crazy, Stupid, Love.",2011,7.4,68,468556,74.0
146,The Hangover Part II,2011,6.5,44,460979,65.0
147,Mission: Impossible - Ghost Protocol,2011,7.4,73,454474,74.0
148,Warrior,2011,8.2,71,432721,82.0
149,The Help,2011,8.0,62,424654,80.0
150,Horrible Bosses,2011,6.9,57,419618,69.0
151,Sherlock Holmes: A Game of Shadows,2011,7.5,48,418178,75.0
152,The Girl with the Dragon Tattoo,2011,7.8,71,417667,78.0
153,Midnight in Paris,2011,7.7,81,385083,77.0
154,Transformers: Dark of the Moon,2011,6.2,42,382742,62.0
155,The Cabin in the Woods,2011,7.0,72,374195,70.0
156,In Time,2011,6.7,53,367687,67.0
157,Moneyball,2011,7.6,87,364928,76.0
158,Fast & Furious 5,2011,7.3,66,350360,73.0
159,Friends with Benefits,2011,6.5,63,337895,65.0
160,Super 8,2011,7.0,72,337074,70.0
161,50/50,2011,7.6,72,314131,76.0
162,Hugo,2011,7.5,83,302919,75.0
163,Real Steel,2011,7.1,56,296679,71.0
164,Contagion,2011,6.7,70,278975,67.0
165,Bridesmaids,2011,6.8,75,266212,68.0
166,Green Lantern,2011,5.5,39,265406,55.0
167,Kung Fu Panda 2,2011,7.2,67,251272,72.0
168,Unknown,2011,6.8,56,246654,68.0
169,The Adjustment Bureau,2011,7.0,60,242780,70.0
170,The Grey,2011,6.8,64,239373,68.0
171,Rango,2011,7.2,75,234450,72.0
172,Paul,2011,7.0,57,233765,70.0
173,The Descendants,2011,7.3,84,231697,73.0
174,The Artist,2011,7.9,89,229370,79.0
175,Sucker Punch,2011,6.0,33,228985,60.0
176,I Am Number Four,2011,6.1,36,226565,61.0
177,The Twilight Saga: Breaking Dawn - Part 1,2011,4.9,45,222524,49.0
178,Just Go with It,2011,6.4,33,219836,64.0
179,A Separation,2011,8.3,95,217690,83.0
180,The Dark Knight Rises,2012,8.4,78,1502412,84.0
181,Django Unchained,2012,8.4,81,1341563,84.0
182,Avengers Assemble,2012,8.0,69,1252545,80.0
183,The Hunger Games,2012,7.2,68,839572,72.0
184,The Hobbit: An Unexpected Journey,2012,7.8,58,752125,78.0
185,Silver Linings Playbook,2012,7.7,81,657209,77.0
186,Skyfall,2012,7.7,81,626556,77.0
187,Life of Pi,2012,7.9,79,576423,79.0
188,Argo,2012,7.7,86,568700,77.0
189,Ted,2012,6.9,62,566896,69.0
190,Prometheus,2012,7.0,64,565743,70.0
191,The Amazing Spider-Man,2012,6.9,66,555237,69.0
192,Looper,2012,7.4,84,531416,74.0
193,21 Jump Street,2012,7.2,69,507406,72.0
194,The Perks of Being a Wallflower,2012,8.0,67,458058,80.0
195,Wreck-It Ralph,2012,7.7,72,376562,77.0
196,Brave,2012,7.1,69,369362,71.0
197,Cloud Atlas,2012,7.4,55,343098,74.0
198,Men in Black 3,2012,6.8,58,333250,68.0
199,Flight,2012,7.3,76,323443,73.0
200,Moonrise Kingdom,2012,7.8,84,316073,78.0
201,Les Misérables,2012,7.6,63,306599,76.0
202,Jack Reacher,2012,7.0,50,306055,70.0
203,The Expendables 2,2012,6.6,51,290706,66.0
204,Taken 2,2012,6.3,45,288003,63.0
205,The Bourne Legacy,2012,6.6,61,283431,66.0
206,The Hunt,2012,8.3,77,276273,83.0
207,The Dictator,2012,6.4,58,276034,64.0
208,Pitch Perfect,2012,7.1,66,274944,71.0
209,Snow White and the Huntsman,2012,6.1,57,271876,61.0
210,Zero Dark Thirty,2012,7.4,95,269788,74.0
211,John Carter,2012,6.6,51,253637,66.0
212,Dredd,2012,7.1,60,249185,71.0
213,Dark Shadows,2012,6.2,55,246035,62.0
214,The Place Beyond the Pines,2012,7.3,68,244400,73.0
215,Lincoln,2012,7.3,86,243009,73.0
216,Seven Psychopaths,2012,7.2,66,239598,72.0
217,Total Recall,2012,6.3,43,239192,63.0
218,Chronicle,2012,7.0,69,238802,70.0
219,Battleship,2012,5.8,41,235266,58.0
220,The Twilight Saga: Breaking Dawn - Part 2,2012,5.5,52,229962,55.0
221,End of Watch,2012,7.6,68,226663,76.0
222,Lawless,2012,7.3,58,226649,73.0
223,Hotel Transylvania,2012,7.1,47,222534,71.0
224,Sinister,2012,6.8,53,220059,68.0
225,Safe House,2012,6.7,52,204773,67.0
226,American Reunion,2012,6.7,49,201973,67.0
227,The Impossible,2012,7.6,73,198561,76.0
228,Ice Age: Continental Drift,2012,6.6,49,190179,66.0
229,The Dark Knight Rises,2012,8.4,78,1502412,84.0
230,Django Unchained,2012,8.4,81,1341563,84.0
231,Avengers Assemble,2012,8.0,69,1252545,80.0
232,The Hunger Games,2012,7.2,68,839572,72.0
233,The Hobbit: An Unexpected Journey,2012,7.8,58,752125,78.0
234,Silver Linings Playbook,2012,7.7,81,657209,77.0
235,Skyfall,2012,7.7,81,626556,77.0
236,Life of Pi,2012,7.9,79,576423,79.0
237,Argo,2012,7.7,86,568700,77.0
238,Ted,2012,6.9,62,566896,69.0
239,Prometheus,2012,7.0,64,565743,70.0
240,The Amazing Spider-Man,2012,6.9,66,555237,69.0
241,Looper,2012,7.4,84,531416,74.0
242,21 Jump Street,2012,7.2,69,507406,72.0
243,The Perks of Being a Wallflower,2012,8.0,67,458058,80.0
244,Wreck-It Ralph,2012,7.7,72,376562,77.0
245,Brave,2012,7.1,69,369362,71.0
246,Cloud Atlas,2012,7.4,55,343098,74.0
247,Men in Black 3,2012,6.8,58,333250,68.0
248,Flight,2012,7.3,76,323443,73.0
249,Moonrise Kingdom,2012,7.8,84,316073,78.0
250,Les Misérables,2012,7.6,63,306599,76.0
251,Jack Reacher,2012,7.0,50,306055,70.0
252,The Expendables 2,2012,6.6,51,290706,66.0
253,Taken 2,2012,6.3,45,288003,63.0
254,The Bourne Legacy,2012,6.6,61,283431,66.0
255,The Hunt,2012,8.3,77,276273,83.0
256,The Dictator,2012,6.4,58,276034,64.0
257,Pitch Perfect,2012,7.1,66,274944,71.0
258,Snow White and the Huntsman,2012,6.1,57,271876,61.0
259,Zero Dark Thirty,2012,7.4,95,269788,74.0
260,John Carter,2012,6.6,51,253637,66.0
261,Dredd,2012,7.1,60,249185,71.0
262,Dark Shadows,2012,6.2,55,246035,62.0
263,The Place Beyond the Pines,2012,7.3,68,244400,73.0
264,Lincoln,2012,7.3,86,243009,73.0
265,Seven Psychopaths,2012,7.2,66,239598,72.0
266,Total Recall,2012,6.3,43,239192,63.0
267,Chronicle,2012,7.0,69,238802,70.0
268,Battleship,2012,5.8,41,235266,58.0
269,The Twilight Saga: Breaking Dawn - Part 2,2012,5.5,52,229962,55.0
270,End of Watch,2012,7.6,68,226663,76.0
271,Lawless,2012,7.3,58,226649,73.0
272,Hotel Transylvania,2012,7.1,47,222534,71.0
273,Sinister,2012,6.8,53,220059,68.0
274,Safe House,2012,6.7,52,204773,67.0
275,American Reunion,2012,6.7,49,201973,67.0
276,The Impossible,2012,7.6,73,198561,76.0
277,Ice Age: Continental Drift,2012,6.6,49,190179,66.0
278,The Dark Knight Rises,2012,8.4,78,1502412,84.0
279,Django Unchained,2012,8.4,81,1341563,84.0
280,Avengers Assemble,2012,8.0,69,1252545,80.0
281,The Hunger Games,2012,7.2,68,839572,72.0
282,The Hobbit: An Unexpected Journey,2012,7.8,58,752125,78.0
283,Silver Linings Playbook,2012,7.7,81,657209,77.0
284,Skyfall,2012,7.7,81,626556,77.0
285,Life of Pi,2012,7.9,79,576423,79.0
286,Argo,2012,7.7,86,568700,77.0
287,Ted,2012,6.9,62,566896,69.0
288,Prometheus,2012,7.0,64,565743,70.0
289,The Amazing Spider-Man,2012,6.9,66,555237,69.0
290,Looper,2012,7.4,84,531416,74.0
291,21 Jump Street,2012,7.2,69,507406,72.0
292,The Perks of Being a Wallflower,2012,8.0,67,458058,80.0
293,Wreck-It Ralph,2012,7.7,72,376562,77.0
294,Brave,2012,7.1,69,369362,71.0
295,Cloud Atlas,2012,7.4,55,343098,74.0
296,Men in Black 3,2012,6.8,58,333250,68.0
297,Flight,2012,7.3,76,323443,73.0
298,Moonrise Kingdom,2012,7.8,84,316073,78.0
299,Les Misérables,2012,7.6,63,306599,76.0
300,Jack Reacher,2012,7.0,50,306055,70.0
301,The Expendables 2,2012,6.6,51,290706,66.0
302,Taken 2,2012,6.3,45,288003,63.0
303,The Bourne Legacy,2012,6.6,61,283431,66.0
304,The Hunt,2012,8.3,77,276273,83.0
305,The Dictator,2012,6.4,58,276034,64.0
306,Pitch Perfect,2012,7.1,66,274944,71.0
307,Snow White and the Huntsman,2012,6.1,57,271876,61.0
308,Zero Dark Thirty,2012,7.4,95,269788,74.0
309,John Carter,2012,6.6,51,253637,66.0
310,Dredd,2012,7.1,60,249185,71.0
311,Dark Shadows,2012,6.2,55,246035,62.0
312,The Place Beyond the Pines,2012,7.3,68,244400,73.0
313,Lincoln,2012,7.3,86,243009,73.0
314,Seven Psychopaths,2012,7.2,66,239598,72.0
315,Total Recall,2012,6.3,43,239192,63.0
316,Chronicle,2012,7.0,69,238802,70.0
317,Battleship,2012,5.8,41,235266,58.0
318,The Twilight Saga: Breaking Dawn - Part 2,2012,5.5,52,229962,55.0
319,End of Watch,2012,7.6,68,226663,76.0
320,Lawless,2012,7.3,58,226649,73.0
321,Hotel Transylvania,2012,7.1,47,222534,71.0
322,Sinister,2012,6.8,53,220059,68.0
323,Safe House,2012,6.7,52,204773,67.0
324,American Reunion,2012,6.7,49,201973,67.0
325,The Impossible,2012,7.6,73,198561,76.0
326,Ice Age: Continental Drift,2012,6.6,49,190179,66.0
327,The Dark Knight Rises,2012,8.4,78,1502412,84.0
328,Django Unchained,2012,8.4,81,1341563,84.0
329,Avengers Assemble,2012,8.0,69,1252545,80.0
330,The Hunger Games,2012,7.2,68,839572,72.0
331,The Hobbit: An Unexpected Journey,2012,7.8,58,752125,78.0
332,Silver Linings Playbook,2012,7.7,81,657209,77.0
333,Skyfall,2012,7.7,81,626556,77.0
334,Life of Pi,2012,7.9,79,576423,79.0
335,Argo,2012,7.7,86,568700,77.0
336,Ted,2012,6.9,62,566896,69.0
337,Prometheus,2012,7.0,64,565743,70.0
338,The Amazing Spider-Man,2012,6.9,66,555237,69.0
339,Looper,2012,7.4,84,531416,74.0
340,21 Jump Street,2012,7.2,69,507406,72.0
341,The Perks of Being a Wallflower,2012,8.0,67,458058,80.0
342,Wreck-It Ralph,2012,7.7,72,376562,77.0
343,Brave,2012,7.1,69,369362,71.0
344,Cloud Atlas,2012,7.4,55,343098,74.0
345,Men in Black 3,2012,6.8,58,333250,68.0
346,Flight,2012,7.3,76,323443,73.0
347,Moonrise Kingdom,2012,7.8,84,316073,78.0
348,Les Misérables,2012,7.6,63,306599,76.0
349,Jack Reacher,2012,7.0,50,306055,70.0
350,The Expendables 2,2012,6.6,51,290706,66.0
351,Taken 2,2012,6.3,45,288003,63.0
352,The Bourne Legacy,2012,6.6,61,283431,66.0
353,The Hunt,2012,8.3,77,276273,83.0
354,The Dictator,2012,6.4,58,276034,64.0
355,Pitch Perfect,2012,7.1,66,274944,71.0
356,Snow White and the Huntsman,2012,6.1,57,271876,61.0
357,Zero Dark Thirty,2012,7.4,95,269788,74.0
358,John Carter,2012,6.6,51,253637,66.0
359,Dredd,2012,7.1,60,249185,71.0
360,Dark Shadows,2012,6.2,55,246035,62.0
361,The Place Beyond the Pines,2012,7.3,68,244400,73.0
362,Lincoln,2012,7.3,86,243009,73.0
363,Seven Psychopaths,2012,7.2,66,239598,72.0
364,Total Recall,2012,6.3,43,239192,63.0
365,Chronicle,2012,7.0,69,238802,70.0
366,Battleship,2012,5.8,41,235266,58.0
367,The Twilight Saga: Breaking Dawn - Part 2,2012,5.5,52,229962,55.0
368,End of Watch,2012,7.6,68,226663,76.0
369,Lawless,2012,7.3,58,226649,73.0
370,Hotel Transylvania,2012,7.1,47,222534,71.0
371,Sinister,2012,6.8,53,220059,68.0
372,Safe House,2012,6.7,52,204773,67.0
373,American Reunion,2012,6.7,49,201973,67.0
374,The Impossible,2012,7.6,73,198561,76.0
375,Ice Age: Continental Drift,2012,6.6,49,190179,66.0
376,The Wolf of Wall Street,2013,8.2,75,1166483,82.0
377,Gravity,2013,7.7,96,763798,77.0
378,Iron Man Three,2013,7.2,62,748752,72.0
379,Man of Steel,2013,7.0,55,685439,70.0
380,12 Years a Slave,2013,8.1,96,634093,81.0
381,The Hunger Games: Catching Fire,2013,7.5,76,609835,75.0
382,World War Z,2013,7.0,63,597259,70.0
383,The Hobbit: The Desolation of Smaug,2013,7.8,66,596552,78.0
384,Prisoners,2013,8.1,70,593071,81.0
385,Now You See Me,2013,7.3,50,592003,73.0
386,Thor: The Dark World,2013,6.9,54,589946,69.0
387,Frozen,2013,7.4,75,567591,74.0
388,Her,2013,8.0,90,534399,80.0
389,Oblivion,2013,7.0,54,482922,70.0
390,The Great Gatsby,2013,7.2,55,473494,72.0
391,Pacific Rim,2013,6.9,65,463255,69.0
392,Star Trek into Darkness,2013,7.7,72,461267,77.0
393,American Hustle,2013,7.2,90,445501,72.0
394,The Conjuring,2013,7.5,68,438561,75.0
395,Dallas Buyers Club,2013,8.0,80,436880,80.0
396,Rush,2013,8.1,74,429091,81.0
397,The Wolverine,2013,6.7,61,426855,67.0
398,Captain Phillips,2013,7.8,82,417303,78.0
399,Elysium,2013,6.6,61,417132,66.0
400,We're the Millers,2013,7.0,44,401023,70.0
401,This Is the End,2013,6.6,67,381693,66.0
402,Despicable Me 2,2013,7.3,62,367135,73.0
403,Furious 6,2013,7.1,61,366271,71.0
404,Monsters University,2013,7.3,65,318880,73.0
405,Snowpiercer,2013,7.1,84,314613,71.0
406,About Time,2013,7.8,55,297464,78.0
407,The Secret Life of Walter Mitty,2013,7.3,54,291537,73.0
408,The Hangover Part III,2013,5.8,30,291324,58.0
409,Lone Survivor,2013,7.5,60,264441,75.0
410,The World's End,2013,7.0,81,258058,70.0
411,Olympus Has Fallen,2013,6.5,41,255353,65.0
412,Kick-Ass 2,2013,6.5,41,253407,65.0
413,Don Jon,2013,6.5,66,227656,65.0
414,Escape Plan,2013,6.7,49,225887,67.0
415,Ender's Game,2013,6.6,51,222178,66.0
416,The Lone Ranger,2013,6.4,37,220109,64.0
417,Warm Bodies,2013,6.8,60,218327,68.0
418,Gangster Squad,2013,6.7,40,205577,67.0
419,The Wolf of Wall Street,2013,8.2,75,1166483,82.0
420,Gravity,2013,7.7,96,763798,77.0
421,Iron Man Three,2013,7.2,62,748752,72.0
422,Man of Steel,2013,7.0,55,685439,70.0
423,12 Years a Slave,2013,8.1,96,634093,81.0
424,The Hunger Games: Catching Fire,2013,7.5,76,609835,75.0
425,World War Z,2013,7.0,63,597259,70.0
426,The Hobbit: The Desolation of Smaug,2013,7.8,66,596552,78.0
427,Prisoners,2013,8.1,70,593071,81.0
428,Now You See Me,2013,7.3,50,592003,73.0
429,Thor: The Dark World,2013,6.9,54,589946,69.0
430,Frozen,2013,7.4,75,567591,74.0
431,Her,2013,8.0,90,534399,80.0
432,Oblivion,2013,7.0,54,482922,70.0
433,The Great Gatsby,2013,7.2,55,473494,72.0
434,Pacific Rim,2013,6.9,65,463255,69.0
435,Star Trek into Darkness,2013,7.7,72,461267,77.0
436,American Hustle,2013,7.2,90,445501,72.0
437,The Conjuring,2013,7.5,68,438561,75.0
438,Dallas Buyers Club,2013,8.0,80,436880,80.0
439,Rush,2013,8.1,74,429091,81.0
440,The Wolverine,2013,6.7,61,426855,67.0
441,Captain Phillips,2013,7.8,82,417303,78.0
442,Elysium,2013,6.6,61,417132,66.0
443,We're the Millers,2013,7.0,44,401023,70.0
444,This Is the End,2013,6.6,67,381693,66.0
445,Despicable Me 2,2013,7.3,62,367135,73.0
446,Furious 6,2013,7.1,61,366271,71.0
447,Monsters University,2013,7.3,65,318880,73.0
448,Snowpiercer,2013,7.1,84,314613,71.0
449,About Time,2013,7.8,55,297464,78.0
450,The Secret Life of Walter Mitty,2013,7.3,54,291537,73.0
451,The Hangover Part III,2013,5.8,30,291324,58.0
452,Lone Survivor,2013,7.5,60,264441,75.0
453,The World's End,2013,7.0,81,258058,70.0
454,Olympus Has Fallen,2013,6.5,41,255353,65.0
455,Kick-Ass 2,2013,6.5,41,253407,65.0
456,Don Jon,2013,6.5,66,227656,65.0
457,Escape Plan,2013,6.7,49,225887,67.0
458,Ender's Game,2013,6.6,51,222178,66.0
459,The Lone Ranger,2013,6.4,37,220109,64.0
460,Warm Bodies,2013,6.8,60,218327,68.0
461,Gangster Squad,2013,6.7,40,205577,67.0
462,The Wolf of Wall Street,2013,8.2,75,1166483,82.0
463,Gravity,2013,7.7,96,763798,77.0
464,Iron Man Three,2013,7.2,62,748752,72.0
465,Man of Steel,2013,7.0,55,685439,70.0
466,12 Years a Slave,2013,8.1,96,634093,81.0
467,The Hunger Games: Catching Fire,2013,7.5,76,609835,75.0
468,World War Z,2013,7.0,63,597259,70.0
469,The Hobbit: The Desolation of Smaug,2013,7.8,66,596552,78.0
470,Prisoners,2013,8.1,70,593071,81.0
471,Now You See Me,2013,7.3,50,592003,73.0
472,Thor: The Dark World,2013,6.9,54,589946,69.0
473,Frozen,2013,7.4,75,567591,74.0
474,Her,2013,8.0,90,534399,80.0
475,Oblivion,2013,7.0,54,482922,70.0
476,The Great Gatsby,2013,7.2,55,473494,72.0
477,Pacific Rim,2013,6.9,65,463255,69.0
478,Star Trek into Darkness,2013,7.7,72,461267,77.0
479,American Hustle,2013,7.2,90,445501,72.0
480,The Conjuring,2013,7.5,68,438561,75.0
481,Dallas Buyers Club,2013,8.0,80,436880,80.0
482,Rush,2013,8.1,74,429091,81.0
483,The Wolverine,2013,6.7,61,426855,67.0
484,Captain Phillips,2013,7.8,82,417303,78.0
485,Elysium,2013,6.6,61,417132,66.0
486,We're the Millers,2013,7.0,44,401023,70.0
487,This Is the End,2013,6.6,67,381693,66.0
488,Despicable Me 2,2013,7.3,62,367135,73.0
489,Furious 6,2013,7.1,61,366271,71.0
490,Monsters University,2013,7.3,65,318880,73.0
491,Snowpiercer,2013,7.1,84,314613,71.0
492,About Time,2013,7.8,55,297464,78.0
493,The Secret Life of Walter Mitty,2013,7.3,54,291537,73.0
494,The Hangover Part III,2013,5.8,30,291324,58.0
495,Lone Survivor,2013,7.5,60,264441,75.0
496,The World's End,2013,7.0,81,258058,70.0
497,Olympus Has Fallen,2013,6.5,41,255353,65.0
498,Kick-Ass 2,2013,6.5,41,253407,65.0
499,Don Jon,2013,6.5,66,227656,65.0
500,Escape Plan,2013,6.7,49,225887,67.0
501,Ender's Game,2013,6.6,51,222178,66.0
502,The Lone Ranger,2013,6.4,37,220109,64.0
503,Warm Bodies,2013,6.8,60,218327,68.0
504,Gangster Squad,2013,6.7,40,205577,67.0
505,The Wolf of Wall Street,2013,8.2,75,1166483,82.0
506,Gravity,2013,7.7,96,763798,77.0
507,Iron Man Three,2013,7.2,62,748752,72.0
508,Man of Steel,2013,7.0,55,685439,70.0
509,12 Years a Slave,2013,8.1,96,634093,81.0
510,The Hunger Games: Catching Fire,2013,7.5,76,609835,75.0
511,World War Z,2013,7.0,63,597259,70.0
512,The Hobbit: The Desolation of Smaug,2013,7.8,66,596552,78.0
513,Prisoners,2013,8.1,70,593071,81.0
514,Now You See Me,2013,7.3,50,592003,73.0
515,Thor: The Dark World,2013,6.9,54,589946,69.0
516,Frozen,2013,7.4,75,567591,74.0
517,Her,2013,8.0,90,534399,80.0
518,Oblivion,2013,7.0,54,482922,70.0
519,The Great Gatsby,2013,7.2,55,473494,72.0
520,Pacific Rim,2013,6.9,65,463255,69.0
521,Star Trek into Darkness,2013,7.7,72,461267,77.0
522,American Hustle,2013,7.2,90,445501,72.0
523,The Conjuring,2013,7.5,68,438561,75.0
524,Dallas Buyers Club,2013,8.0,80,436880,80.0
525,Rush,2013,8.1,74,429091,81.0
526,The Wolverine,2013,6.7,61,426855,67.0
527,Captain Phillips,2013,7.8,82,417303,78.0
528,Elysium,2013,6.6,61,417132,66.0
